Date,Name,Client,Project,Hours,Role,Freelancer,Billable
7/29/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,1,Writer,No,Yes
7/29/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,1,Writer,No,Yes
7/29/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,0.5,Writer,No,No
7/29/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/29/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,7,Strategist,No,Yes
7/29/2021,Adrienne Cremin,"Wunsch, Brown and Beer",embrace turn-key e-markets,2,Strategist,No,Yes
7/29/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,8,Product,No,Yes
7/29/2021,Edmond Lynch,"Grimes, Morar and Lemke",reinvent seamless channels,2,Designer,Yes,Yes
7/30/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,3,Designer,No,No
7/30/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/30/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,3,Designer,Yes,Yes
7/30/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,7.48,Designer,Yes,Yes
7/30/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.7,Strategist,No,No
7/30/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.75,Strategist,No,No
7/30/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,4,Executive Assistant,No,Yes
7/30/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,4,Executive Assistant,No,Yes
7/30/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/30/2021,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,10,Producer,No,No
7/30/2021,Edd Hilll,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Producer,No,Yes
7/30/2021,Edd Hilll,Prohaska - Schiller,syndicate global platforms,9,Producer,No,No
7/30/2021,Edd Hilll,"Torp, Schimmel and Metz",implement wireless markets,5,Producer,No,Yes
7/30/2021,Edd Hilll,Streich - Jones,enable synergistic action-items,10,Producer,No,Yes
7/30/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.33,Strategist,No,No
7/30/2021,Edd Hilll,"Green, Price and Marks",grow cross-media content,3,Producer,No,Yes
7/30/2021,Edd Hilll,"Grimes, Morar and Lemke",reinvent seamless channels,5,Producer,No,Yes
7/30/2021,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,3,Producer,No,No
7/30/2021,Lester Keeling,"Green, Price and Marks",grow cross-media content,5.5,Designer,Yes,Yes
7/30/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,4,Strategist,No,Yes
7/30/2021,Nelson Frami,Streich - Jones,enable synergistic action-items,6,Writer,No,Yes
7/30/2021,Nelson Frami,"Grimes, Morar and Lemke",reinvent seamless channels,6,Writer,No,Yes
7/30/2021,Nelson Frami,"Kirlin, Nolan and Davis",redefine end-to-end e-business,15,Writer,No,Yes
7/30/2021,Nelson Frami,"Wunsch, Brown and Beer",engage end-to-end mindshare,6,Writer,No,Yes
7/30/2021,Nelson Frami,"Green, Price and Marks",grow cross-media content,6,Writer,No,Yes
7/30/2021,Nelson Frami,Walsh and Sons,streamline interactive portals,2,Writer,No,Yes
7/30/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,0.25,Account Manager,No,Yes
7/30/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,0.5,Account Manager,No,Yes
7/30/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.25,Account Manager,No,Yes
7/30/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,0.25,Account Manager,No,No
7/30/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.25,Account Manager,No,No
7/30/2021,Kattie Gerlach,Prohaska - Schiller,deliver scalable convergence,5.5,Account Manager,No,No
7/30/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,3,Designer,No,No
7/30/2021,Aurelia Strosin,Streich - Jones,enable synergistic action-items,1,Designer,No,Yes
7/30/2021,Aurelia Strosin,"Grimes, Morar and Lemke",reinvent seamless channels,1,Designer,No,Yes
7/30/2021,Celine Quitzon,"Green, Price and Marks",grow cross-media content,7,Designer,No,Yes
7/30/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
7/30/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,1,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,0.5,Writer,No,Yes
7/30/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,0.5,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,2,Writer,No,Yes
7/30/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,1,Writer,No,Yes
7/30/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,1.5,Writer,No,No
7/30/2021,Brock Hane,Walsh and Sons,streamline interactive portals,1,Writer,No,Yes
7/30/2021,Brock Hane,Streich - Jones,enable synergistic action-items,19,Writer,No,Yes
7/30/2021,Brock Hane,"Grimes, Morar and Lemke",reinvent seamless channels,14,Writer,No,Yes
7/30/2021,Brock Hane,"Kirlin, Nolan and Davis",redefine end-to-end e-business,7,Writer,No,Yes
7/30/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,0.5,Strategist,No,No
7/30/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/30/2021,Adrienne Cremin,Prohaska - Schiller,grow distributed metrics,1.83,Strategist,No,Yes
7/30/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,7,Strategist,No,Yes
7/30/2021,Adrienne Cremin,"Wunsch, Brown and Beer",embrace turn-key e-markets,1,Strategist,No,Yes
7/30/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7,Product,No,Yes
7/30/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,1,Product,No,No
7/31/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Strategist,No,Yes
8/1/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,1,Designer,Yes,Yes
8/1/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,4,Strategist,No,Yes
8/2/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.11,Strategist,No,No
8/2/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.5,Strategist,No,No
8/2/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,2,Designer,Yes,Yes
8/2/2021,Aurelia Strosin,Streich - Jones,enable synergistic action-items,1,Designer,No,Yes
8/2/2021,Aurelia Strosin,"Grimes, Morar and Lemke",reinvent seamless channels,1,Designer,No,Yes
8/2/2021,Aurelia Strosin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Designer,No,Yes
8/2/2021,Celine Quitzon,"Green, Price and Marks",grow cross-media content,1,Designer,No,Yes
8/2/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,0.75,Designer,No,No
8/2/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,6.25,Designer,No,Yes
8/2/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/2/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Strategist,No,Yes
8/2/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,1,Strategist,No,No
8/2/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,1.07,Strategist,No,No
8/2/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.75,Strategist,No,No
8/2/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.33,Strategist,No,No
8/2/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,2.5,Account Manager,No,Yes
8/2/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2.75,Account Manager,No,No
8/2/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,1.5,Account Manager,No,Yes
8/2/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,1,Account Manager,No,Yes
8/2/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,1.5,Account Manager,No,No
8/2/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,0.25,Account Manager,No,Yes
8/2/2021,Lester Keeling,"Green, Price and Marks",grow cross-media content,8,Designer,Yes,Yes
8/2/2021,Aurelia Strosin,"Torp, Schimmel and Metz",implement wireless markets,1,Designer,No,Yes
8/2/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
8/2/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,3,Designer,No,No
8/2/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
8/2/2021,Kattie Gerlach,Walsh and Sons,strategize synergistic infrastructures,0.25,Account Manager,No,Yes
8/2/2021,Macie Schamberger,Streich - Jones,enable synergistic action-items,2,Designer,No,Yes
8/2/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Designer,No,Yes
8/2/2021,Macie Schamberger,"Torp, Schimmel and Metz",implement wireless markets,1,Designer,No,Yes
8/2/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
8/2/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,1.5,Designer,No,Yes
8/2/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,6,Executive Assistant,No,Yes
8/2/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,2,Executive Assistant,No,Yes
8/2/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Writer,No,Yes
8/2/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,2.5,Writer,No,No
8/2/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1.5,Writer,No,Yes
8/2/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,1.5,Writer,No,Yes
8/2/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1.5,Writer,No,Yes
8/2/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,0.5,Writer,No,Yes
8/2/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/2/2021,Adrienne Cremin,Prohaska - Schiller,grow distributed metrics,2,Strategist,No,Yes
8/2/2021,Adrienne Cremin,Bayer - Wiegand,whiteboard efficient users,2,Strategist,No,Yes
8/2/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7.5,Product,No,Yes
8/2/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,0.5,Product,No,No
8/2/2021,Maximo Altenwerth,Prohaska - Schiller,transition user-centric interfaces,8,Designer,No,No
8/3/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.85,Strategist,No,No
8/3/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.77,Strategist,No,No
8/3/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/3/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,1,Designer,Yes,Yes
8/3/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,1,Account Manager,No,Yes
8/3/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,1.5,Account Manager,No,Yes
8/3/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2,Account Manager,No,No
8/3/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.25,Account Manager,No,Yes
8/3/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,3,Account Manager,No,No
8/3/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,2,Account Manager,No,Yes
8/3/2021,Lester Keeling,"Green, Price and Marks",grow cross-media content,6.5,Designer,Yes,Yes
8/3/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,3,Designer,No,No
8/3/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
8/3/2021,Aurelia Strosin,Streich - Jones,enable synergistic action-items,2,Designer,No,Yes
8/3/2021,Aurelia Strosin,"Grimes, Morar and Lemke",reinvent seamless channels,1,Designer,No,Yes
8/3/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
8/3/2021,Edmond Lynch,"Green, Price and Marks",grow cross-media content,1,Designer,Yes,Yes
8/3/2021,Celine Quitzon,"Green, Price and Marks",grow cross-media content,2,Designer,No,Yes
8/3/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,6,Designer,No,Yes
8/3/2021,Macie Schamberger,Streich - Jones,enable synergistic action-items,1,Designer,No,Yes
8/3/2021,Macie Schamberger,Bayer - Wiegand,whiteboard efficient users,4,Designer,No,Yes
8/3/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
8/3/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,2,Designer,No,Yes
8/3/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,6,Executive Assistant,No,Yes
8/3/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,1,Executive Assistant,No,Yes
8/3/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,1,Executive Assistant,No,Yes
8/3/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1.5,Writer,No,Yes
8/3/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,2.5,Writer,No,No
8/3/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,1,Writer,No,Yes
8/3/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1.5,Writer,No,Yes
8/3/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
8/3/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,0.5,Writer,No,Yes
8/3/2021,Marianna Armstrong,"Morar, Wisozk and Hane",innovate customized portals,0.5,Writer,No,Yes
8/3/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/3/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,0.5,Strategist,No,No
8/3/2021,Adrienne Cremin,Bayer - Wiegand,whiteboard efficient users,6,Strategist,No,Yes
8/3/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,8,Product,No,Yes
8/3/2021,Maximo Altenwerth,Prohaska - Schiller,transition user-centric interfaces,8,Designer,No,No
8/4/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,7.08,Strategist,No,No
8/4/2021,Anissa Dickinson,Prohaska - Schiller,syndicate global platforms,1,Strategist,No,No
8/4/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/4/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,4.5,Designer,Yes,Yes
8/4/2021,Aurelia Strosin,Streich - Jones,enable synergistic action-items,1,Designer,No,Yes
8/4/2021,Aurelia Strosin,"Grimes, Morar and Lemke",reinvent seamless channels,2,Designer,No,Yes
8/4/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
8/4/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,3,Designer,No,No
8/4/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
8/4/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,1.75,Account Manager,No,Yes
8/4/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2.75,Account Manager,No,No
8/4/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,1,Account Manager,No,No
8/4/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,1.75,Account Manager,No,Yes
8/4/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,2,Account Manager,No,Yes
8/4/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,0.75,Account Manager,No,Yes
8/4/2021,Kattie Gerlach,Walsh and Sons,strategize synergistic infrastructures,0.5,Account Manager,No,Yes
8/4/2021,Edmond Lynch,"Green, Price and Marks",grow cross-media content,4,Designer,Yes,Yes
8/4/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,6,Designer,No,No
8/4/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,2,Designer,No,Yes
8/4/2021,Macie Schamberger,Bayer - Wiegand,whiteboard efficient users,3.5,Designer,No,Yes
8/4/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Designer,No,Yes
8/4/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
8/4/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,6,Executive Assistant,No,Yes
8/4/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,1,Executive Assistant,No,Yes
8/4/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,1,Executive Assistant,No,Yes
8/4/2021,Marianna Armstrong,"Morar, Wisozk and Hane",innovate customized portals,2,Writer,No,Yes
8/4/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,3,Writer,No,No
8/4/2021,Marianna Armstrong,Prohaska - Schiller,incentivize impactful e-business,1,Writer,No,No
8/4/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
8/4/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
8/4/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,1,Writer,No,Yes
8/4/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
8/4/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,1,Strategist,No,No
8/4/2021,Adrienne Cremin,Bayer - Wiegand,whiteboard efficient users,5.5,Strategist,No,Yes
8/4/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7,Product,No,Yes
8/4/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,1,Product,No,No
8/4/2021,Maximo Altenwerth,Prohaska - Schiller,transition user-centric interfaces,8,Designer,No,No
8/5/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
8/5/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6,Strategist,No,No
8/5/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.5,Strategist,No,No
8/5/2021,Anissa Dickinson,Prohaska - Schiller,syndicate global platforms,1,Strategist,No,No
